idx,tag,band,song,drum_tempo_bpm,bestdori_id,official_bpm,n_unique_bpm,estimated_bpm,final_bpm,bpm_source
440,poppin_party__440,poppin_party,Future Place,92.3,452.0,183.0,1.0,184.6,183.0,official
441,poppin_party__441,poppin_party,大好き！,166.7,433.0,165.0,1.0,166.7,165.0,official
442,poppin_party__442,poppin_party,Five Letters,129.2,469.0,128.0,1.0,129.2,128.0,official
443,poppin_party__443,poppin_party,最強☆ソング,90.7,493.0,180.0,1.0,181.4,180.0,official
444,poppin_party__444,poppin_party,RiNG A BELL,90.7,476.0,182.0,1.0,181.4,182.0,official
445,poppin_party__445,poppin_party,Drive Your Heart,147.7,712.0,150.0,1.0,147.7,150.0,official
446,poppin_party__446,poppin_party,とっておきAnswer,95.7,669.0,192.0,1.0,191.4,192.0,official
447,poppin_party__447,poppin_party,START!! True dreams,89.1,765.0,178.0,1.0,178.2,178.0,official
448,poppin_party__448,poppin_party,どきどきデエト,92.3,768.0,186.0,1.0,184.6,186.0,official
449,poppin_party__449,poppin_party,チョコレイトの低音レシピ,95.7,58.0,96.0,1.0,191.4,96.0,official
450,poppin_party__450,poppin_party,Chu Chueen!,105.5,554.0,210.0,1.0,211.0,210.0,official
451,poppin_party__451,poppin_party,どきどきSING OUT!,97.5,51.0,194.0,1.0,195.0,194.0,official
452,poppin_party__452,poppin_party,Freedom,79.5,415.0,160.0,1.0,159.0,160.0,official
453,poppin_party__453,poppin_party,Game Changer,99.4,782.0,198.0,1.0,198.8,198.0,official
454,poppin_party__454,poppin_party,花園電気ギター！！！,94.0,57.0,188.0,1.0,188.0,188.0,official
455,poppin_party__455,poppin_party,す、好きなんかじゃない！,83.4,80.0,166.0,1.0,166.8,166.0,official
456,poppin_party__456,poppin_party,遠い音楽 ～ハートビート～,84.7,74.0,168.0,1.0,169.4,168.0,official
457,poppin_party__457,poppin_party,ほな！,184.6,527.0,186.0,1.0,184.6,186.0,official
458,poppin_party__458,poppin_party,世界中の青空をあつめて,97.5,741.0,194.0,1.0,195.0,194.0,official
459,poppin_party__459,poppin_party,勇気Limit！,112.3,371.0,224.0,1.0,112.3,224.0,official
460,poppin_party__460,poppin_party,開けたらDream!,139.7,240.0,140.0,1.0,139.7,140.0,official
461,poppin_party__461,poppin_party,絆色のアンサンブル,94.0,353.0,189.0,2.0,188.0,189.0,official
462,poppin_party__462,poppin_party,NO GIRL NO CRY (Poppin'Party Ver.),95.7,181.0,190.0,1.0,191.4,190.0,official
463,poppin_party__463,poppin_party,ちゅ、多様性。 (Cover),152.0,626.0,153.0,1.0,152.0,153.0,official
464,poppin_party__464,poppin_party,フィクション (Cover),123.0,678.0,246.0,1.0,123.0,246.0,official
465,poppin_party__465,poppin_party,幾億光年 (Cover),95.7,653.0,95.5,2.0,191.4,95.5,official
466,poppin_party__466,poppin_party,心絵 (Cover),95.7,502.0,190.0,1.0,191.4,190.0,official
467,poppin_party__467,poppin_party,じょいふる (Cover),79.5,744.0,159.0,1.0,159.0,159.0,official
468,poppin_party__468,poppin_party,MATSURI BAYASHI (Cover),152.0,774.0,153.0,2.0,152.0,153.0,official
469,poppin_party__469,poppin_party,私は最強 (Cover),95.7,566.0,192.0,1.0,191.4,192.0,official
470,poppin_party__470,poppin_party,トウキョウ・シャンディ・ランデヴ (Cover),136.0,538.0,137.0,1.0,136.0,137.0,official
471,poppin_party__471,poppin_party,夜行性ハイズ (Cover),132.5,173.0,132.0,1.0,132.5,132.0,official
472,poppin_party__472,poppin_party,メランコリック (Cover),139.7,100.0,140.0,1.0,139.7,140.0,official
473,poppin_party__473,poppin_party,怪獣の花唄 (Cover),74.9,594.0,150.0,1.0,149.8,150.0,official
474,poppin_party__474,poppin_party,光るなら (Cover),79.5,42.0,160.0,1.0,159.0,160.0,official
475,poppin_party__475,poppin_party,ミュージック・アワー (Cover),136.0,209.0,135.0,1.0,136.0,135.0,official
476,poppin_party__476,poppin_party,only my railgun (Cover),143.6,67.0,143.0,1.0,143.6,143.0,official
477,poppin_party__477,poppin_party,ロミオとシンデレラ (Cover),84.7,138.0,170.0,1.0,169.4,170.0,official
478,poppin_party__478,poppin_party,Daydream café (Cover),147.7,190.0,150.0,1.0,147.7,150.0,official
479,poppin_party__479,poppin_party,君じゃなきゃダメみたい (Cover),132.5,86.0,131.0,1.0,132.5,131.0,official
480,poppin_party__480,poppin_party,＊〜アスタリスク〜 (Cover),129.2,480.0,128.0,1.0,129.2,128.0,official
481,poppin_party__481,poppin_party,DAYS of DASH (Cover),79.5,351.0,160.0,1.0,159.0,160.0,official
482,poppin_party__482,poppin_party,檄！帝国華撃団 (Cover),71.8,179.0,143.0,1.0,143.6,143.0,official
483,poppin_party__483,poppin_party,DAYS (Cover),136.0,120.0,135.0,1.0,136.0,135.0,official
484,poppin_party__484,poppin_party,ディスカバリー！ (Cover),86.1,199.0,172.0,1.0,172.2,172.0,official
485,poppin_party__485,poppin_party,チェリボム (Cover),95.7,196.0,190.0,1.0,191.4,190.0,official
486,poppin_party__486,poppin_party,ヴァンパイア (Cover),82.0,403.0,164.0,1.0,164.0,164.0,official
487,poppin_party__487,poppin_party,怪物 (Cover),84.7,382.0,170.0,1.0,169.4,170.0,official
488,poppin_party__488,poppin_party,大河よ共に泣いてくれ (Cover),87.6,343.0,174.0,1.0,175.2,174.0,official
489,poppin_party__489,poppin_party,空色デイズ (Cover),87.6,8.0,174.0,1.0,175.2,174.0,official
490,raise_a_suilen__490,raise_a_suilen,Invincible Fighter,99.4,448.0,197.0,1.0,198.8,197.0,official
491,raise_a_suilen__491,raise_a_suilen,A DECLARATION OF ×××,152.0,203.0,150.0,1.0,152.0,150.0,official
492,raise_a_suilen__492,raise_a_suilen,SOUL SOLDIER,95.7,432.0,192.0,1.0,191.4,192.0,official
493,raise_a_suilen__493,raise_a_suilen,UNSTOPPABLE,84.7,194.0,170.0,1.0,169.4,170.0,official
494,raise_a_suilen__494,raise_a_suilen,HELL! or HELL?,99.4,359.0,197.0,1.0,198.8,197.0,official
495,raise_a_suilen__495,raise_a_suilen,Beautiful Birthday,87.6,288.0,175.0,1.0,175.2,175.0,official
496,raise_a_suilen__496,raise_a_suilen,Takin’ my Heart,92.3,449.0,92.0,1.0,184.6,92.0,official
497,raise_a_suilen__497,raise_a_suilen,DRIVE US CRAZY,105.5,413.0,210.0,1.0,211.0,210.0,official
498,raise_a_suilen__498,raise_a_suilen,!NVADE SHOW!,84.7,289.0,169.0,1.0,169.4,169.0,official
499,raise_a_suilen__499,raise_a_suilen,REIGNING,90.7,693.0,182.0,1.0,181.4,182.0,official
500,raise_a_suilen__500,raise_a_suilen,EXPOSE ‘Burn out!!!’,95.7,247.0,190.0,1.0,191.4,190.0,official
501,raise_a_suilen__501,raise_a_suilen,R・I・O・T,139.7,160.0,140.0,1.0,139.7,140.0,official
502,raise_a_suilen__502,raise_a_suilen,V.I.P MONSTER,172.3,606.0,172.0,1.0,172.3,172.0,official
503,raise_a_suilen__503,raise_a_suilen,mind of Prominence,94.0,301.0,188.0,1.0,188.0,188.0,official
504,raise_a_suilen__504,raise_a_suilen,Ray of hope,126.0,579.0,127.0,1.0,126.0,127.0,official
505,raise_a_suilen__505,raise_a_suilen,EXIST,139.7,325.0,140.0,6.0,139.7,140.0,official
506,raise_a_suilen__506,raise_a_suilen,Sacred world,70.8,360.0,142.0,1.0,141.6,142.0,official
507,raise_a_suilen__507,raise_a_suilen,-N-E-M-E-S-I-S-,143.6,505.0,145.0,1.0,143.6,145.0,official
508,raise_a_suilen__508,raise_a_suilen,DANCING DARING,94.0,495.0,188.0,1.0,188.0,188.0,official
509,raise_a_suilen__509,raise_a_suilen,BATTLE CRY,94.0,549.0,188.0,1.0,188.0,188.0,official
510,raise_a_suilen__510,raise_a_suilen,Domination to world,99.4,339.0,200.0,1.0,198.8,200.0,official
511,raise_a_suilen__511,raise_a_suilen,THE WAY OF LIFE,84.7,440.0,170.0,1.0,169.4,170.0,official
512,raise_a_suilen__512,raise_a_suilen,灼熱 Bonfire!,156.6,348.0,155.0,1.0,156.6,155.0,official
513,raise_a_suilen__513,raise_a_suilen,Repaint,103.4,399.0,205.0,1.0,206.8,205.0,official
514,raise_a_suilen__514,raise_a_suilen,Life on the Lotus,136.0,602.0,203.0,3.0,136.0,203.0,official
515,raise_a_suilen__515,raise_a_suilen,CORUSCATE -DNA-,147.7,383.0,148.0,1.0,147.7,148.0,official
516,raise_a_suilen__516,raise_a_suilen,That Is How I Roll!,90.7,26.0,180.0,1.0,181.4,180.0,official
517,raise_a_suilen__517,raise_a_suilen,しゅわりん☆どり～みん,87.6,32.0,176.0,1.0,175.2,176.0,official
518,raise_a_suilen__518,raise_a_suilen,パスパレボリューションず☆,87.6,33.0,174.0,1.0,175.2,174.0,official
519,raise_a_suilen__519,raise_a_suilen,えがおのオーケストラっ！,139.7,35.0,138.0,1.0,139.7,138.0,official
520,raise_a_suilen__520,raise_a_suilen,Don't be afraid!,90.7,41.0,180.0,1.0,181.4,180.0,official
521,raise_a_suilen__521,raise_a_suilen,ゆら・ゆらRing-Dong-Dance,86.1,60.0,172.0,1.0,172.2,172.0,official
522,raise_a_suilen__522,raise_a_suilen,Hey-day狂騒曲(カプリチオ),79.5,65.0,158.0,1.0,159.0,158.0,official
523,raise_a_suilen__523,raise_a_suilen,Scarlet Sky,90.7,28.0,180.0,1.0,181.4,180.0,official
524,raise_a_suilen__524,raise_a_suilen,ゴーカ！ごーかい！？ファントムシーフ！,107.7,37.0,215.0,1.0,215.4,215.0,official
526,raise_a_suilen__526,raise_a_suilen,That Is How I Roll! (ライブ / アンコール),90.7,26.0,180.0,1.0,181.4,180.0,official
527,raise_a_suilen__527,raise_a_suilen,R･I･O･T (ライブ / アンコール),69.8,160.0,140.0,1.0,139.6,140.0,official
528,raise_a_suilen__528,raise_a_suilen,Apocalypse,152.0,,,,152.0,152.0,estimated
529,raise_a_suilen__529,raise_a_suilen,TWIN TALE,99.4,,,,198.8,198.8,estimated
530,raise_a_suilen__530,raise_a_suilen,STRAY CERBERUS,90.7,,,,181.4,181.4,estimated
531,raise_a_suilen__531,raise_a_suilen,BERSER-KEY,120.2,,,,120.2,120.2,estimated
532,raise_a_suilen__532,raise_a_suilen,POLARIS,92.3,,,,184.6,184.6,estimated
533,raise_a_suilen__533,raise_a_suilen,HOWLING AMBITION,136.0,672.0,136.0,1.0,136.0,136.0,official
534,raise_a_suilen__534,raise_a_suilen,VIVID FIRST TIME,99.4,647.0,200.0,1.0,198.8,200.0,official
535,raise_a_suilen__535,raise_a_suilen,'FIGHT' ADDICT,97.5,725.0,195.0,1.0,195.0,195.0,official
536,raise_a_suilen__536,raise_a_suilen,Drown Out the Noise and Push Through the Trash,95.7,755.0,190.0,1.0,191.4,190.0,official
537,raise_a_suilen__537,raise_a_suilen,FIVE as ONE,95.7,706.0,190.0,1.0,191.4,190.0,official
538,raise_a_suilen__538,raise_a_suilen,EXPOSE 'Burn out!!!' (English),95.7,247.0,190.0,1.0,191.4,190.0,official
539,raise_a_suilen__539,raise_a_suilen,Takin' my Heart (English),92.3,,,,184.6,184.6,estimated
540,raise_a_suilen__540,raise_a_suilen,WELCOME TO PANDEMONIUM,101.3,652.0,204.0,1.0,202.6,204.0,official
541,raise_a_suilen__541,raise_a_suilen,WHAT AN EXPLOSION,95.7,789.0,190.0,2.0,191.4,190.0,official
542,raise_a_suilen__542,raise_a_suilen,RUNAWAY STAR,99.4,766.0,200.0,1.0,198.8,200.0,official
543,raise_a_suilen__543,raise_a_suilen,Bad Kids All Bet,84.7,623.0,170.0,1.0,169.4,170.0,official
544,raise_a_suilen__544,raise_a_suilen,Light a fire,139.7,417.0,138.0,1.0,139.7,138.0,official
545,raise_a_suilen__545,raise_a_suilen,Embrace of light,101.3,375.0,76.0,1.0,202.6,76.0,official
546,raise_a_suilen__546,raise_a_suilen,OUTSIDER RODEO,147.7,314.0,148.0,1.0,147.7,148.0,official
547,raise_a_suilen__547,raise_a_suilen,JUST THE WAY I AM,90.7,662.0,180.0,1.0,181.4,180.0,official
548,raise_a_suilen__548,raise_a_suilen,ラスハピーポー！,97.5,357.0,196.0,1.0,195.0,196.0,official
549,raise_a_suilen__549,raise_a_suilen,1/3の純情な感情 (Cover),76.0,206.0,152.0,1.0,152.0,152.0,official
550,raise_a_suilen__550,raise_a_suilen,ヒトリノ夜 (Cover),87.6,272.0,174.0,1.0,175.2,174.0,official
551,raise_a_suilen__551,raise_a_suilen,激動 (Cover),112.3,224.0,113.0,1.0,112.3,113.0,official
552,raise_a_suilen__552,raise_a_suilen,メギツネ (Cover),143.6,426.0,142.0,1.0,143.6,142.0,official
553,raise_a_suilen__553,raise_a_suilen,Bling-Bang-Bang-Born (Cover),156.6,631.0,157.0,1.0,156.6,157.0,official
554,raise_a_suilen__554,raise_a_suilen,第六感 (Cover),132.5,679.0,134.0,1.0,132.5,134.0,official
555,raise_a_suilen__555,raise_a_suilen,革命道中 (Cover),94.0,777.0,186.0,2.0,188.0,186.0,official
556,raise_a_suilen__556,raise_a_suilen,Get Wild (Cover),132.5,516.0,134.0,1.0,132.5,134.0,official
557,raise_a_suilen__557,raise_a_suilen,ボッカデラべリタ (Cover),84.7,,,,169.4,169.4,estimated
558,raise_a_suilen__558,raise_a_suilen,第ゼロ感 (Cover),152.0,570.0,150.0,1.0,152.0,150.0,official
559,raise_a_suilen__559,raise_a_suilen,劣等上等 (Cover),161.5,283.0,160.0,1.0,161.5,160.0,official
560,raise_a_suilen__560,raise_a_suilen,Just Awake (Cover),95.7,397.0,191.0,1.0,191.4,191.0,official
561,raise_a_suilen__561,raise_a_suilen,Keep the Heat and Fire Yourself Up (Cover),152.0,379.0,155.0,1.0,152.0,155.0,official
562,raise_a_suilen__562,raise_a_suilen,ボッカデラベリタ (Cover),84.7,593.0,170.0,1.0,169.4,170.0,official
563,raise_a_suilen__563,raise_a_suilen,VORACITY (Cover),99.4,459.0,200.0,1.0,198.8,200.0,official
564,raise_a_suilen__564,raise_a_suilen,神っぽいな (Cover),143.6,483.0,142.0,1.0,143.6,142.0,official
565,raise_a_suilen__565,raise_a_suilen,狂乱 Hey Kids!! (Cover),143.6,446.0,142.0,1.0,143.6,142.0,official
566,raise_a_suilen__566,raise_a_suilen,SAVIOR OF SONG (Cover),95.7,306.0,192.0,1.0,191.4,192.0,official
567,raise_a_suilen__567,raise_a_suilen,恋しさとせつなさと心強さと (Cover),129.2,287.0,130.0,1.0,129.2,130.0,official
568,raise_a_suilen__568,raise_a_suilen,DEPARTURES (Cover),99.4,386.0,100.0,1.0,198.8,100.0,official
569,raise_a_suilen__569,raise_a_suilen,CORE PRIDE (Cover),92.3,333.0,185.0,1.0,184.6,185.0,official
570,roselia__570,roselia,Neo-Aspect,120.2,118.0,180.0,1.0,120.2,180.0,official
571,roselia__571,roselia,BLACK SHOUT,92.3,29.0,185.0,1.0,184.6,185.0,official
572,roselia__572,roselia,Opera of the wasteland,136.0,97.0,135.0,1.0,136.0,135.0,official
573,roselia__573,roselia,陽だまりロードナイト,143.6,53.0,143.0,1.0,143.6,143.0,official
574,roselia__574,roselia,ONENESS,95.7,96.0,190.0,6.0,191.4,190.0,official
575,roselia__575,roselia,Re:birth day,84.7,30.0,170.0,1.0,169.4,170.0,official
576,roselia__576,roselia,Legendary,143.6,119.0,144.0,1.0,143.6,144.0,official
577,roselia__577,roselia,- HEROIC ADVENT -,90.7,75.0,182.0,1.0,181.4,182.0,official
578,roselia__578,roselia,Determination Symphony,95.7,76.0,190.0,1.0,191.4,190.0,official
579,roselia__579,roselia,熱色スターマイン,94.0,56.0,187.0,1.0,188.0,187.0,official
580,roselia__580,roselia,軌跡,84.7,111.0,85.0,1.0,169.4,85.0,official
581,roselia__581,roselia,LOUDER,97.5,31.0,195.0,1.0,195.0,195.0,official
582,roselia__582,roselia,R,94.0,149.0,188.0,1.0,188.0,188.0,official
583,roselia__583,roselia,BRAVE JEWEL,95.7,159.0,192.0,1.0,191.4,192.0,official
584,roselia__584,roselia,FIRE BIRD,152.0,187.0,150.0,9.0,152.0,150.0,official
585,roselia__585,roselia,Safe and Sound,90.7,168.0,182.0,1.0,181.4,182.0,official
586,roselia__586,roselia,Avant-garde HISTORY,76.0,266.0,114.0,1.0,152.0,114.0,official
587,roselia__587,roselia,Break your desire,103.4,250.0,205.0,1.0,206.8,205.0,official
589,roselia__589,roselia,約束,123.0,200.0,123.0,2.0,123.0,123.0,official
590,roselia__590,roselia,"""UNIONS"" Road",136.0,,,,136.0,136.0,estimated
591,roselia__591,roselia,Song I am.,95.7,245.0,190.0,1.0,191.4,190.0,official
592,roselia__592,roselia,Sage der Rosen,79.5,616.0,160.0,6.0,159.0,160.0,official
593,roselia__593,roselia,覚悟のLiberation,92.3,558.0,185.0,1.0,184.6,185.0,official
594,roselia__594,roselia,Keep Heart,99.4,310.0,198.0,1.0,198.8,198.0,official
595,roselia__595,roselia,Original Call,172.3,330.0,174.0,1.0,172.3,174.0,official
596,roselia__596,roselia,Always recall.,123.0,585.0,185.0,1.0,123.0,185.0,official
597,roselia__597,roselia,Floral Haven,95.7,609.0,190.0,3.0,191.4,190.0,official
598,roselia__598,roselia,Sprechchor,147.7,346.0,150.0,1.0,147.7,150.0,official
599,roselia__599,roselia,閃光,89.1,410.0,178.0,1.0,178.2,178.0,official
600,roselia__600,roselia,THE HISTORIC...,87.6,416.0,175.0,1.0,175.2,175.0,official
601,roselia__601,roselia,ROZEN HORIZON,161.5,431.0,160.0,10.0,161.5,160.0,official
602,roselia__602,roselia,廻廻奇譚,92.3,411.0,185.0,1.0,184.6,185.0,official
603,roselia__603,roselia,鳥の詩,123.0,332.0,122.0,1.0,123.0,122.0,official
604,roselia__604,roselia,Synchrogazer,79.5,323.0,159.0,1.0,159.0,159.0,official
605,roselia__605,roselia,名前のない怪物,90.7,165.0,180.0,1.0,181.4,180.0,official
606,roselia__606,roselia,Dazzle the Destiny,95.7,696.0,191.0,1.0,191.4,191.0,official
607,roselia__607,roselia,Grateful Melting,120.2,665.0,120.0,1.0,120.2,120.0,official
608,roselia__608,roselia,Second to None,92.3,690.0,186.0,1.0,184.6,186.0,official
609,roselia__609,roselia,Steadfast Spirits,95.7,714.0,192.0,1.0,191.4,192.0,official
610,roselia__610,roselia,紫炎,95.7,713.0,190.0,1.0,191.4,190.0,official
611,roselia__611,roselia,XV,95.7,793.0,193.0,1.0,191.4,193.0,official
612,roselia__612,roselia,Blessing Chord,152.0,271.0,153.0,1.0,152.0,153.0,official
613,roselia__613,roselia,Fear Nothing,114.8,746.0,230.0,1.0,114.8,230.0,official
614,roselia__614,roselia,PASSIONATE ANTHEM,97.5,153.0,195.0,1.0,195.0,195.0,official
615,roselia__615,roselia,Requiem for Fate,152.0,717.0,154.0,1.0,152.0,154.0,official
616,roselia__616,roselia,Sanctuary,120.2,142.0,182.0,1.0,120.2,182.0,official
617,roselia__617,roselia,Sunlit Musical,92.3,511.0,185.0,1.0,184.6,185.0,official
618,roselia__618,roselia,Talk to My Tone,139.7,771.0,104.0,1.0,139.7,104.0,official
619,roselia__619,roselia,一逢のFull Glory,99.4,473.0,200.0,1.0,198.8,200.0,official
620,roselia__620,roselia,礎の花冠,172.3,618.0,174.0,1.0,172.3,174.0,official
621,roselia__621,roselia,FRONTIER FANTASIA,89.1,638.0,178.0,1.0,178.2,178.0,official
622,roselia__622,roselia,Dear Gleam,97.5,453.0,196.0,2.0,195.0,196.0,official
623,roselia__623,roselia,Call the shots,94.0,492.0,189.0,1.0,188.0,189.0,official
624,roselia__624,roselia,THRONE OF ROSE,161.5,543.0,160.0,1.0,161.5,160.0,official
625,roselia__625,roselia,VIOLET LINE,99.4,584.0,200.0,1.0,198.8,200.0,official
626,roselia__626,roselia,Ringing Bloom,97.5,175.0,195.0,1.0,195.0,195.0,official
627,roselia__627,roselia,ZEAL of proud,97.5,291.0,195.0,1.0,195.0,195.0,official
628,roselia__628,roselia,Singing “OURS”,126.0,350.0,125.0,3.0,126.0,125.0,official
629,roselia__629,roselia,競宴Red×Violet,147.7,355.0,148.0,1.0,147.7,148.0,official
630,roselia__630,roselia,overtuRe,95.7,337.0,193.0,1.0,191.4,193.0,official
631,roselia__631,roselia,Proud of oneself,95.7,328.0,193.0,4.0,191.4,193.0,official
632,roselia__632,roselia,Sing Alive,97.5,344.0,195.0,1.0,195.0,195.0,official
633,roselia__633,roselia,Swear ～Night & Day～,112.3,434.0,113.0,1.0,112.3,113.0,official
634,roselia__634,roselia,Reweave (Cover),92.3,677.0,183.0,1.0,184.6,183.0,official
635,roselia__635,roselia,ヒバナ -Reloaded- (Cover),99.4,537.0,200.0,1.0,198.8,200.0,official
636,roselia__636,roselia,ファタール (Cover),156.6,639.0,156.0,1.0,156.6,156.0,official
637,roselia__637,roselia,HONEY (Cover),90.7,778.0,182.0,1.0,181.4,182.0,official
638,roselia__638,roselia,悪魔の子 (Cover),178.2,657.0,90.0,13.0,178.2,90.0,official
639,roselia__639,roselia,slash (Cover),143.6,565.0,108.0,1.0,143.6,108.0,official
640,roselia__640,roselia,右肩の蝶 (Cover),139.7,281.0,140.0,1.0,139.7,140.0,official
641,roselia__641,roselia,乙女解剖 (Cover),67.1,589.0,134.0,1.0,134.2,134.0,official
642,roselia__642,roselia,六兆年と一夜物語 (Cover),92.3,128.0,186.0,2.0,184.6,186.0,official
643,roselia__643,roselia,残酷な天使のテーゼ (Cover),139.7,87.0,140.0,2.0,139.7,140.0,official
644,roselia__644,roselia,海色 (Cover),97.5,204.0,195.0,1.0,195.0,195.0,official
645,roselia__645,roselia,ETERNAL BLAZE (Cover),156.6,9.0,155.0,2.0,156.6,155.0,official
646,roselia__646,roselia,魂のルフラン (Cover),129.2,17.0,130.0,1.0,129.2,130.0,official
647,roselia__647,roselia,This game (Cover),147.7,109.0,147.0,1.0,147.7,147.0,official
648,roselia__648,roselia,スカイクラッドの観測者 (Cover),83.4,450.0,167.0,1.0,166.8,167.0,official
649,roselia__649,roselia,シャルル (Cover),72.8,137.0,145.0,1.0,145.6,145.0,official
650,roselia__650,roselia,新時代 (Cover),87.6,477.0,175.0,15.0,175.2,175.0,official
651,roselia__651,roselia,革命デュアリズム (Cover),103.4,178.0,205.0,1.0,206.8,205.0,official
652,roselia__652,roselia,Red fraction (Cover),143.6,71.0,142.0,1.0,143.6,142.0,official
653,roselia__653,roselia,深愛 (Cover),139.7,84.0,138.0,1.0,139.7,138.0,official
654,roselia__654,roselia,Paradisus‐Paradoxum (Cover),101.3,,,,202.6,202.6,estimated
655,roselia__655,roselia,Realize (Cover),103.4,406.0,206.0,1.0,206.8,206.0,official
656,roselia__656,roselia,Preserved Roses (Cover),83.4,430.0,167.0,1.0,166.8,167.0,official
657,roselia__657,roselia,My Dearest (Cover),166.7,338.0,168.0,1.0,166.7,168.0,official
658,roselia__658,roselia,Shangri-La (Cover),156.6,105.0,156.0,2.0,156.6,156.0,official
659,roselia__659,roselia,KING (Cover),83.4,361.0,166.0,1.0,166.8,166.0,official
660,mygo__660,mygo,素寄曲,117.5,,,,117.5,117.5,estimated
661,mygo__661,mygo,羅永線,95.7,,,,191.4,191.4,estimated
662,mygo__662,mygo,騒混出,90.7,,,,181.4,181.4,estimated
